Entity,Code,Year,15–19 years,20–24 years,25–29 years
Kuwait,KWT,2005,0,2.348995,4.710691
Kuwait,KWT,2006,0.59258556,1.3090318,3.788179
Kuwait,KWT,2007,0,1.9979887,3.037132
Kuwait,KWT,2008,0.51762784,1.7744445,1.4263198
Kuwait,KWT,2009,1.0270631,1.7415534,3.5269418
Kuwait,KWT,2010,0.50640345,0.69175667,1.661692
Kuwait,KWT,2011,0,2.0707436,2.1116738
Kuwait,KWT,2012,2.3908231,3.044284,2.4361129
Kuwait,KWT,2013,0.46649623,1.3938594,3.010398
Kuwait,KWT,2014,1.3739849,3.2122207,3.5042703
Kuwait,KWT,2015,0.91599,2.1414804,2.3361802
Kuwait,KWT,2016,0,2.0007536,1.8285614
Kuwait,KWT,2017,0.9207849,3.9372146,2.5080526
Kuwait,KWT,2018,0.9085045,4.7780437,3.1905503
Kuwait,KWT,2019,0.8959008,2.569629,2.8163064
Kuwait,KWT,2022,0.40969,1.6754417,3.0836189
Kuwait,KWT,2023,0.3942487,4.140715,3.5377636
Kyrgyzstan,KGZ,1981,7.2121363,13.986014,17.061281
Kyrgyzstan,KGZ,1982,6.856272,12.893244,19.33978
Kyrgyzstan,KGZ,1985,4.6559753,10.598032,12.691088
Kyrgyzstan,KGZ,1986,5.9004617,9.81405,13.245033
Kyrgyzstan,KGZ,1987,6.819904,13.014608,14.682328
Kyrgyzstan,KGZ,1988,10.904585,8.165487,14.473684
Kyrgyzstan,KGZ,1989,9.163251,12.10787,18.45505
Kyrgyzstan,KGZ,1990,8.907641,12.919187,14.197697
Kyrgyzstan,KGZ,1991,10.135914,11.096076,17.321968
Kyrgyzstan,KGZ,1992,11.042098,12.401055,17.857143
Kyrgyzstan,KGZ,1993,9.946796,12.026144,14.921006
Kyrgyzstan,KGZ,1994,7.796377,14.617594,18.474375
Kyrgyzstan,KGZ,1995,13.9639635,16.452442,16.696482
Kyrgyzstan,KGZ,1996,6.4216123,15.086749,14.654161
Kyrgyzstan,KGZ,1997,8.225108,17.05388,15.8595295
Kyrgyzstan,KGZ,1998,10.291955,15.070491,17.582418
Kyrgyzstan,KGZ,1999,9.415064,14.47943,15.645038
Kyrgyzstan,KGZ,2000,8.351315,13.293558,14.172658
Kyrgyzstan,KGZ,2001,11.670961,16.599495,15.003413
Kyrgyzstan,KGZ,2002,10.023857,14.7488785,14.842852
Kyrgyzstan,KGZ,2003,8.327206,11.023723,14.392421
Kyrgyzstan,KGZ,2004,6.411067,10.319683,10.535566
Kyrgyzstan,KGZ,2005,7.6927023,12.632719,14.596513
Kyrgyzstan,KGZ,2006,8.186195,12.459603,14.856496
Kyrgyzstan,KGZ,2007,8.557204,15.364975,13.789521
Kyrgyzstan,KGZ,2008,7.9113245,11.34508,13.656165
Kyrgyzstan,KGZ,2009,9.636761,10.033177,15.613146
Kyrgyzstan,KGZ,2010,8.308154,12.914046,15.757253
Kyrgyzstan,KGZ,2011,13.1716,8.911142,10.074428
Kyrgyzstan,KGZ,2012,10.471501,9.153054,14.505168
Kyrgyzstan,KGZ,2013,9.639992,9.9049635,10.085936
Kyrgyzstan,KGZ,2014,8.7711935,7.4108925,13.121426
Kyrgyzstan,KGZ,2015,10.003117,8.352998,6.28888
Kyrgyzstan,KGZ,2016,7.845835,7.7324777,6.1972375
Kyrgyzstan,KGZ,2017,6.839959,6.6535273,7.23011
Kyrgyzstan,KGZ,2018,7.4730263,7.175066,6.9281464
Kyrgyzstan,KGZ,2019,6.609359,7.162959,6.4625435
Kyrgyzstan,KGZ,2020,6.3013587,4.8453465,5.2730007
Kyrgyzstan,KGZ,2021,7.8709474,8.570466,5.7021074
Kyrgyzstan,KGZ,2022,4.5993195,5.213583,5.634714
Kyrgyzstan,KGZ,2023,5.357898,7.171852,5.2784176
Latvia,LVA,1980,13.586957,19.470795,35.867237
Latvia,LVA,1981,11.758119,24.727993,34.994698
Latvia,LVA,1982,10.250569,16.773558,35.09691
Latvia,LVA,1983,8.111239,28.330019,28.70323
Latvia,LVA,1984,12.910798,19.143578,35.105316
Latvia,LVA,1985,8.172796,20.597322,28.078817
Latvia,LVA,1986,11.448197,19.017433,24.637682
Latvia,LVA,1987,7.8037906,16.06856,24.320457
Latvia,LVA,1988,11.995638,20.474138,24.773703
Latvia,LVA,1989,14.092141,10.840109,17.831326
Latvia,LVA,1990,13.751375,13.542795,30.647552
Latvia,LVA,1991,14.722537,18.817204,28.688524
Latvia,LVA,1992,19.241983,21.149675,37.513397
Latvia,LVA,1993,17.825312,27.176928,39.215687
Latvia,LVA,1994,16.826923,26.598755,36.12385
Latvia,LVA,1995,15.7099695,28.372902,46.96449
Latvia,LVA,1996,18.126888,24.985128,33.936653
Latvia,LVA,1997,16.138674,28.55407,34.346848
Latvia,LVA,1998,17.472336,25.751074,29.545454
Latvia,LVA,1999,10.704226,20.91021,29.360968
Latvia,LVA,2000,13.388374,23.000652,28.023321
Latvia,LVA,2001,12.096885,17.521902,26.655922
Latvia,LVA,2002,10.837112,24.939676,27.833479
Latvia,LVA,2003,8.107144,23.243723,29.523138
Latvia,LVA,2004,8.754076,18.551544,18.897186
Latvia,LVA,2005,10.58773,18.878834,25.131777
Latvia,LVA,2006,7.4591756,21.541435,16.688585
Latvia,LVA,2007,8.997121,13.193671,19.31042
Latvia,LVA,2008,9.598833,17.851282,29.00232
Latvia,LVA,2009,10.480057,15.508963,24.403275
Latvia,LVA,2010,6.960826,18.170198,19.411367
Latvia,LVA,2011,8.586197,21.634378,23.62582
Latvia,LVA,2012,7.6117983,21.844645,16.124481
Latvia,LVA,2013,5.222805,10.077815,18.21936
Latvia,LVA,2014,16.700996,17.006409,18.504177
Latvia,LVA,2015,6.89362,17.659227,18.119604
Latvia,LVA,2016,8.135751,11.119348,22.19581
Latvia,LVA,2017,6.951122,12.276215,19.340202
Latvia,LVA,2018,5.689512,11.1070385,13.306929
Latvia,LVA,2019,11.207684,10.521824,17.548405
Latvia,LVA,2020,5.5528717,16.757437,18.04419
Latvia,LVA,2021,3.2713237,13.2548485,7.869678
Latvia,LVA,2022,3.149441,2.382711,16.023586
Latvia,LVA,2023,2.0114653,8.110206,6.8646746
Lebanon,LBN,2019,0.6777455,0.16573441,0.6863583
Lebanon,LBN,2020,0.17358097,0.67434293,1.0284486
Lebanon,LBN,2021,0,1.0408806,0.8661008
Lebanon,LBN,2023,0,0.37490535,0.36529613
Lithuania,LTU,1981,8.025122,30.821918,43.982407
Lithuania,LTU,1982,12.838801,28.099174,46.183952
Lithuania,LTU,1985,14.104882,19.060585,43.971146
Lithuania,LTU,1986,8.273381,21.572721,21.832617
Lithuania,LTU,1987,12.513407,18.767706,25.120773
Lithuania,LTU,1988,11.047755,18.194792,26.85422
Lithuania,LTU,1989,12.519853,17.219854,22.555616
Lithuania,LTU,1990,9.445169,12.905214,27.305416
Lithuania,LTU,1991,17.808052,18.176764,34.249363
Lithuania,LTU,1992,14.413649,22.789669,29.674212
Lithuania,LTU,1993,14.68565,37.917812,34.058723
Lithuania,LTU,1994,19.94876,39.24704,42.48804
Lithuania,LTU,1995,19.733362,38.945915,41.771404
Lithuania,LTU,1996,18.68869,46.528942,38.241913
Lithuania,LTU,1997,21.53883,42.91088,43.87363
Lithuania,LTU,1998,16.585648,37.957085,43.474777
Lithuania,LTU,1999,24.035107,38.212173,46.25637
Lithuania,LTU,2000,21.743526,42.060184,44.62728
Lithuania,LTU,2001,21.039896,34.74516,38.33855
Lithuania,LTU,2002,24.462202,45.112007,43.51932
Lithuania,LTU,2003,18.247223,35.762486,44.93442
Lithuania,LTU,2004,20.593552,33.751003,43.09465
Lithuania,LTU,2005,16.14987,29.715538,43.68111
Lithuania,LTU,2006,17.808502,26.884014,25.67504
Lithuania,LTU,2007,17.252357,29.197575,38.572807
Lithuania,LTU,2008,16.250542,38.931583,42.047268
Lithuania,LTU,2009,21.393944,32.262505,30.433607
Lithuania,LTU,2010,13.931707,33.88969,25.461426
Lithuania,LTU,2011,8.622672,30.45081,35.184303
Lithuania,LTU,2012,14.887522,20.018715,26.35618
Lithuania,LTU,2013,21.37572,34.58445,34.952095
Lithuania,LTU,2014,15.535366,34.74321,26.168474
Lithuania,LTU,2015,18.644373,22.330843,31.69491
Lithuania,LTU,2016,8.883474,17.44103,26.202623
Lithuania,LTU,2017,14.153233,14.353215,25.122736
Lithuania,LTU,2018,10.694425,14.842025,20.188282
Lithuania,LTU,2019,12.698603,19.873705,18.76233
Lithuania,LTU,2020,11.61872,16.998909,15.212927
Lithuania,LTU,2021,8.495258,17.716173,15.673509
Lithuania,LTU,2022,4.559288,18.103086,11.783859
Lithuania,LTU,2023,4.403799,10.242454,18.166555
Luxembourg,LUX,1967,4.4052863,0,21.929825
Luxembourg,LUX,1968,8.620689,9.009009,17.699116
Luxembourg,LUX,1969,4.1666665,8.733624,13.333333
Luxembourg,LUX,1970,0,13.157895,13.452915
Luxembourg,LUX,1971,7.751938,16.806723,4.2194095
Luxembourg,LUX,1972,0,0,4.1152263
Luxembourg,LUX,1973,3.7453184,7.6923075,15.625
Luxembourg,LUX,1974,3.690037,3.6231885,18.315018
Luxembourg,LUX,1975,7.3260074,17.54386,6.9686413
Luxembourg,LUX,1976,7.29927,10.2739725,10.452962
Luxembourg,LUX,1977,0,10.135135,20.547945
Luxembourg,LUX,1978,21.818182,7.2202168,18.315018
Luxembourg,LUX,1979,10.676157,13.986014,24.561403
Luxembourg,LUX,1980,3.5460992,6.8728523,10.416667
Luxembourg,LUX,1981,14.285714,6.8728523,30.612246
Luxembourg,LUX,1982,14.388489,17.006804,33.444817
Luxembourg,LUX,1983,0,13.651877,30
Luxembourg,LUX,1984,14.760148,23.809525,26.40264
Luxembourg,LUX,1985,0,10.135135,13.157895
Luxembourg,LUX,1986,3.90625,6.734007,22.801304
Luxembourg,LUX,1987,16.393442,10.169492,22.222221
Luxembourg,LUX,1988,8.474576,3.4129694,34.482758
Luxembourg,LUX,1989,17.54386,10.452962,24.691359
Luxembourg,LUX,1990,18.018019,7.0422535,18.181818
Luxembourg,LUX,1991,4.587156,10.676157,11.9760475
Luxembourg,LUX,1992,4.6728973,10.869565,8.87574
Luxembourg,LUX,1993,9.259259,29.62963,8.87574
Luxembourg,LUX,1994,13.69863,18.867924,14.925373
Luxembourg,LUX,1995,8.96861,15.4440155,18.072289
Luxembourg,LUX,1996,4.385965,15.748032,6.079027
Luxembourg,LUX,1997,8.620689,24.193548,15.29052
Luxembourg,LUX,1998,8.509914,12.188186,15.569533
Luxembourg,LUX,1999,8.404774,12.035625,15.839828
Luxembourg,LUX,2000,0,15.839703,12.831205
Luxembourg,LUX,2001,8.05607,7.7172403,16.234293
Luxembourg,LUX,2002,15.984654,11.55535,6.5681443
Luxembourg,LUX,2003,3.916807,22.730717,16.48696
Luxembourg,LUX,2004,7.638836,7.358081,19.670197
Luxembourg,LUX,2005,7.4291444,14.426372,6.4869776
Luxembourg,LUX,2006,0,14.2399435,6.3475943
Luxembourg,LUX,2007,10.615711,3.5238564,12.342251
Luxembourg,LUX,2008,0,0,5.987665
Luxembourg,LUX,2009,3.393166,0,5.8314137
Luxembourg,LUX,2010,0,9.92983,5.7157555
Luxembourg,LUX,2011,0,15.915457,5.5631275
Luxembourg,LUX,2012,9.420631,9.18105,8.087779
Luxembourg,LUX,2013,3.0967422,2.9892685,0
Luxembourg,LUX,2014,9.225092,2.9232073,10.1091795
Luxembourg,LUX,2015,3.0407152,11.415525,7.3078046
Luxembourg,LUX,2016,0,0,4.701844
Luxembourg,LUX,2017,6.0279093,5.342166,6.8268704
Luxembourg,LUX,2018,6.031454,2.6359491,6.6043653
Luxembourg,LUX,2019,12.023385,10.447001,2.1345172
Luxembourg,LUX,2020,9.035872,5.1775913,6.3042426
Luxembourg,LUX,2021,0,2.5815778,4.1500664
Luxembourg,LUX,2022,5.907198,2.5756931,16.144655
Luxembourg,LUX,2023,0,0,1.9732429
Malaysia,MYS,2000,0.2637248,0.82224035,0.41304755
Malaysia,MYS,2001,0.04264705,0.3718673,0.657416
Malaysia,MYS,2002,0.04148271,0.2236075,0.29521385
Malaysia,MYS,2003,0.16172437,0.2595315,0.14220193
Malaysia,MYS,2004,0.11863743,0.21033476,0.31747717
Malaysia,MYS,2005,0.07779952,0.12309884,0.17358308
Malaysia,MYS,2006,0.15147395,0.1581756,0.2155624
Malaysia,MYS,2007,0.10704728,0.14528021,0.12765957
Malaysia,MYS,2008,0,0.10642449,0.3201665
Malaysia,MYS,2009,0.1407559,0.13938273,0.11311364
Malaysia,MYS,2010,0.07048766,0.06868233,0.21508314
Malaysia,MYS,2011,0.14022163,0.13491021,0.13929473
Malaysia,MYS,2012,0.07008615,0.09942087,0.10258143
Malaysia,MYS,2013,0,0.12812553,0.09908381
Malaysia,MYS,2014,0.07010617,0.06284462,0.16237561
Malaysia,MYS,2015,0.03542256,0.13937315,0.20637193
Malaysia,MYS,2016,0,0.03486859,0.13722488
Malaysia,MYS,2017,0.03596362,0.10447698,0.03429202
Malaysia,MYS,2018,0.03636225,0.06953769,0.13730177
Malaysia,MYS,2019,0,0,0.06873752
Malaysia,MYS,2020,0.0374568,0.0698554,0.13758422
Maldives,MDV,2000,0,0,0
Maldives,MDV,2001,0,3.6575108,0
Maldives,MDV,2002,5.0390525,0,0
Maldives,MDV,2003,0,0,0
Maldives,MDV,2004,0,0,0
Maldives,MDV,2005,0,0,0
Maldives,MDV,2007,4.526423,0,9.051139
Maldives,MDV,2008,0,0,0
Maldives,MDV,2010,0,2.0265477,0
Maldives,MDV,2011,0,0,2.10686
Maldives,MDV,2012,0,0,0
Maldives,MDV,2013,0,1.8908596,3.5750036
Maldives,MDV,2014,0,0,1.6731921
Maldives,MDV,2015,0,0,0
Maldives,MDV,2016,2.9652474,1.7852042,1.4791149
Maldives,MDV,2017,0,0,0
Maldives,MDV,2018,0,0,0
Maldives,MDV,2019,0,0,0
Maldives,MDV,2020,0,0,2.2565467
Maldives,MDV,2021,0,2.2976358,0
Malta,MLT,1965,0,0,0
Malta,MLT,1967,0,0,0
Malta,MLT,1968,0,0,0
Malta,MLT,1969,0,3.10559,0
Malta,MLT,1970,0,0,4.5045047
Malta,MLT,1971,0,0,0
Malta,MLT,1972,0,0,0
Malta,MLT,1973,0,0,0
Malta,MLT,1974,0,0,3.6231885
Malta,MLT,1975,0,0,3.5460992
Malta,MLT,1976,0,0,0
Malta,MLT,1977,0,0,0
Malta,MLT,1978,3.3222592,3.267974,3.5842295
Malta,MLT,1979,0,0,0
Malta,MLT,1980,0,0,0
Malta,MLT,1981,0,0,0
Malta,MLT,1982,0,0,0
Malta,MLT,1983,0,0,0
Malta,MLT,1984,0,0,0
Malta,MLT,1985,0,4.132231,0
Malta,MLT,1986,0,0,0
Malta,MLT,1987,0,0,0
Malta,MLT,1988,0,8.130081,10.638298
Malta,MLT,1989,7.9051385,12.5,7.1942444
Malta,MLT,1990,3.8461537,4.2194095,3.690037
Malta,MLT,1991,3.7313433,8.368201,0
Malta,MLT,1992,0,8.196721,7.9051385
Malta,MLT,1993,0,4,12.195122
Malta,MLT,1994,3.5335689,7.782101,8.264462
Malta,MLT,1995,3.508772,11.363636,4.1841006
Malta,MLT,1996,3.4965036,7.4074073,12.765958
Malta,MLT,1997,3.4722223,10.909091,0
Malta,MLT,1998,0,0,4.1666665
Malta,MLT,1999,0,6.9686413,16.129032
Malta,MLT,2000,3.4502985,0,7.601961
Malta,MLT,2001,3.441038,13.424621,7.183392
Malta,MLT,2002,0,0,13.899989
Malta,MLT,2003,0,3.3182905,20.357615
Malta,MLT,2004,7.0281477,6.6372414,0
Malta,MLT,2005,0,0,0
Malta,MLT,2006,0,10.293714,3.3759832
Malta,MLT,2007,0,6.9664564,10.060025
Malta,MLT,2008,0,3.4876015,0
Malta,MLT,2009,7.182876,6.841349,22.92226
Malta,MLT,2010,7.3645835,3.3946636,3.285259
Malta,MLT,2011,7.561151,3.4021707,6.6032753
Malta,MLT,2012,3.8771713,0,0
Malta,MLT,2013,0,6.6348195,9.790803
Malta,MLT,2014,8.108656,3.3575075,0
Malta,MLT,2015,8.303234,3.416584,12.53015
Malta,MLT,2016,0,0,5.548158
Malta,MLT,2017,8.685079,3.241281,5.191434
Malta,MLT,2018,4.599181,0,19.075476
Malta,MLT,2019,0,7.6961555,6.482562
Malta,MLT,2020,0,3.9916973,3.31543
Malta,MLT,2021,4.6065965,10.007339,6.8505664
Malta,MLT,2022,0,13.290803,4.460602
Martinique,MTQ,1970,8.793528,7.925814,5.3873506
Martinique,MTQ,1971,5.922767,19.920319,0
Martinique,MTQ,1974,7.98637,0,16.78134
Martinique,MTQ,1975,7.4949408,8.467759,0
Martinique,MTQ,1981,9.805123,0,34.239246
Martinique,MTQ,1982,12.544218,0,16.131634
Martinique,MTQ,1985,0,6.514658,11.173184
Martinique,MTQ,2000,0,0,3.6813428
Martinique,MTQ,2001,4.024955,0,7.5060987
Martinique,MTQ,2002,0,4.3406544,15.544847
Martinique,MTQ,2003,6.93313,4.681867,8.298066
Martinique,MTQ,2004,0,0,9.171367
Martinique,MTQ,2005,0,4.6866946,20.710365
Martinique,MTQ,2006,0,13.267879,0
Martinique,MTQ,2007,3.3109293,0,5.378947
Martinique,MTQ,2008,6.8785253,20.479214,16.093557
Martinique,MTQ,2009,0,4.115904,10.615711
Martinique,MTQ,2010,3.58256,12.6780205,5.27454
Martinique,MTQ,2011,0,9.153947,10.634904
Martinique,MTQ,2013,4.060254,14.336918,5.202643
Martinique,MTQ,2014,0,5.185915,5.3524594
Martinique,MTQ,2015,0,0,5.654829
Martinique,MTQ,2016,3.8777726,10.588173,11.50748
Mauritius,MUS,1961,5.050505,0,13.186813
Mauritius,MUS,1962,4.830918,0,9.049774
Mauritius,MUS,1963,0,0,10.940919
Mauritius,MUS,1964,5.5096416,4.0241446,6.5789475
Mauritius,MUS,1965,2.5940337,1.8903592,4.2918453
Mauritius,MUS,1966,3.488372,5.376344,2.1881838
Mauritius,MUS,1967,5.5555553,1.6638935,6.5934067
Mauritius,MUS,1968,2.1231422,7.4738417,2.232143
Mauritius,MUS,1969,0,2.8449502,0
Mauritius,MUS,1970,1.0204082,2.6845639,1.9841269
Mauritius,MUS,1971,5.1387463,8.433735,5.6390977
Mauritius,MUS,1972,3.9721947,3.7546933,1.8796992
Mauritius,MUS,1973,9.881423,13.017752,1.7152659
Mauritius,MUS,1974,4.840271,14.705882,6.633499
Mauritius,MUS,1975,12.287334,15.677491,14.173228
Mauritius,MUS,1976,11.257035,14.444445,12.622721
Mauritius,MUS,1977,11.926605,14.8777895,10.596026
Mauritius,MUS,1978,14.427412,16.859852,3.7313433
Mauritius,MUS,1979,12.345679,13.485477,9.400705
Mauritius,MUS,1980,0.86880976,2.0140986,4.6511626
Mauritius,MUS,1981,1.713796,3.9331367,3.488372
Mauritius,MUS,1982,0.8748906,1.9474196,1.1325028
Mauritius,MUS,1983,1.7574693,3.7950664,2.2371364
Mauritius,MUS,1984,22.038567,16.605165,21.668472
Mauritius,MUS,1985,13.232514,22.747953,8.456659
Mauritius,MUS,1986,3.9682539,6.244425,5.2854123
Mauritius,MUS,1987,18.53759,30.937216,15.136226
Mauritius,MUS,1988,14.925373,26.070763,26.264591
Mauritius,MUS,1989,11.71459,18.199234,28.708134
Mauritius,MUS,1990,15.069967,26.732674,19.886364
Mauritius,MUS,1991,12.698413,18.947369,22.813688
Mauritius,MUS,1992,9.278351,22.580645,17.307692
Mauritius,MUS,1993,19.665684,10.078387,20.38835
Mauritius,MUS,1994,14.354067,20.856201,22.022022
Mauritius,MUS,1995,12.081784,15.334064,17.561983
Mauritius,MUS,1996,11.796733,23.706896,12.958963
Mauritius,MUS,1997,5.4298644,21.852238,15.283843
Mauritius,MUS,1998,15.784587,17.804153,31.674208
Mauritius,MUS,1999,8.653846,21.052631,35.164837
Mauritius,MUS,2000,11.272455,23.2933,20.866508
Mauritius,MUS,2001,8.573939,11.825922,18.330027
Mauritius,MUS,2002,9.976168,17.294739,21.99045
Mauritius,MUS,2003,8.906801,5.602921,10.911075
Mauritius,MUS,2004,6.5921025,9.687763,12.515283
Mauritius,MUS,2005,4.270584,10.263569,14.902713
Mauritius,MUS,2006,8.213384,19.299223,12.727273
Mauritius,MUS,2007,11.845066,16.673151,18.223732
Mauritius,MUS,2008,2.8799632,11.160091,13.105301
Mauritius,MUS,2009,8.5915575,15.0503645,10.599283
Mauritius,MUS,2010,8.5770645,8.561735,14.406108
Mauritius,MUS,2011,5.819536,17.507002,15.07857
Mauritius,MUS,2012,8.951304,9.899323,15.603406
Mauritius,MUS,2013,13.679747,12.561893,11.993715
Mauritius,MUS,2014,9.565106,18.658457,14.303764
Mauritius,MUS,2015,9.6005125,12.393366,14.087317
Mauritius,MUS,2016,7.416826,15.62614,11.379413
Mauritius,MUS,2017,11.73947,21.040894,15.3530655
Mauritius,MUS,2018,6.1443934,9.272997,22.811638
Mauritius,MUS,2019,4.113364,24.968529,14.36531
Mauritius,MUS,2020,12.490502,17.739378,19.397255
Mauritius,MUS,2021,9.576404,20.711866,16.464462
Mauritius,MUS,2022,10.921442,14.581359,18.694695
Mauritius,MUS,2023,9.043737,18.749218,18.974731
Mayotte,MYT,2012,0,0,0
Mayotte,MYT,2013,0,0,5.836349
Mayotte,MYT,2014,0,0,0
Mayotte,MYT,2015,0,0,5.8129396
Mayotte,MYT,2016,3.8378875,0,5.7418466
Mexico,MEX,1955,1.9347817,2.7693396,1.9877915
Mexico,MEX,1956,2.2566826,2.002634,2.822427
Mexico,MEX,1957,2.0241258,2.6883986,2.888714
Mexico,MEX,1958,2.074204,3.3644073,2.8448915
Mexico,MEX,1959,2.0341856,3.4570413,2.831054
Mexico,MEX,1960,2.2605991,3.183291,3.0800352
Mexico,MEX,1961,1.8530698,2.8882742,3.1415522
Mexico,MEX,1962,1.4729055,2.5963626,3.2058308
Mexico,MEX,1963,2.2231767,3.6108992,3.0816574
Mexico,MEX,1964,2.48556,3.7392097,3.7390354
Mexico,MEX,1965,2.3638976,3.5005376,2.8020937
Mexico,MEX,1966,2.3316412,3.5330753,3.394871
Mexico,MEX,1967,3.0396283,4.1821156,3.3070245
Mexico,MEX,1968,2.0332658,3.5062,2.7731907
Mexico,MEX,1969,1.0535014,1.8130018,1.408
Mexico,MEX,1970,1.4830508,2.366578,2.1791046
Mexico,MEX,1971,0.91213703,1.7507002,1.2683771
Mexico,MEX,1972,1.061724,1.5117328,1.3381656
Mexico,MEX,1973,1.2911994,1.1288605,1.210845
Mexico,MEX,1974,3.976175,4.5515833,3.9581366
Mexico,MEX,1975,2.4065993,3.3166916,3.1301708
Mexico,MEX,1976,2.4219205,4.2958627,2.9498281
Mexico,MEX,1977,2.745326,3.9156265,3.556264
Mexico,MEX,1978,2.3677523,4.3690996,3.2324204
Mexico,MEX,1979,2.845259,3.982433,3.3661451
Mexico,MEX,1980,2.294101,2.8977828,2.6478891
Mexico,MEX,1981,2.199339,4.0504465,2.9245284
Mexico,MEX,1982,2.0315888,3.7225852,2.8313508
Mexico,MEX,1983,1.7160494,2.9531415,2.461768
Mexico,MEX,1984,1.461428,2.1274858,2.8187137
Mexico,MEX,1985,2.0072792,3.9661555,3.932225
Mexico,MEX,1986,2.4039757,3.902565,4.4375
Mexico,MEX,1987,2.4095118,3.7141755,4.040564
Mexico,MEX,1988,2.17967,3.99851,3.8749046
Mexico,MEX,1989,2.5352952,3.754348,3.5840187
Mexico,MEX,1990,2.6976652,3.6020384,3.6083205
Mexico,MEX,1991,2.3912191,4.791155,3.819397
Mexico,MEX,1992,3.001898,4.1801295,4.505077
Mexico,MEX,1993,2.873452,4.480101,4.1058517
Mexico,MEX,1994,3.140813,5.183649,4.406735
Mexico,MEX,1995,3.6946292,5.9293447,5.0805798
Mexico,MEX,1996,4.4287667,6.106034,5.2782235
Mexico,MEX,1997,5.066033,7.469778,6.004414
Mexico,MEX,1998,4.7932262,6.5981584,6.4463196
Mexico,MEX,1999,4.6170917,7.403421,5.6076965
Mexico,MEX,2000,4.625987,6.7886004,6.2159166
Mexico,MEX,2001,5.2318664,6.794629,6.0459023
Mexico,MEX,2002,5.065965,6.998504,6.2437325
Mexico,MEX,2003,5.315601,7.2565184,6.396355
Mexico,MEX,2004,5.182293,6.7943645,6.468697
Mexico,MEX,2005,5.1915536,7.0865836,6.901395
Mexico,MEX,2006,5.2835727,6.8350983,6.275314
Mexico,MEX,2007,4.815015,6.8760033,6.355448
Mexico,MEX,2008,5.527686,7.3603845,6.548113
Mexico,MEX,2009,6.2807736,7.051264,6.828512
Mexico,MEX,2010,6.103842,7.407324,6.377179
Mexico,MEX,2011,7.6499047,8.7132225,7.426688
Mexico,MEX,2012,7.2315598,8.147014,6.7994065
Mexico,MEX,2013,6.8460393,7.9965386,7.5920596
Mexico,MEX,2014,6.7814717,9.24509,7.60575
Mexico,MEX,2015,7.6492925,9.026719,7.7499704
Mexico,MEX,2016,6.907102,9.283666,8.02003
Mexico,MEX,2017,7.070564,9.212802,8.392772
Mexico,MEX,2018,7.0992837,9.307648,8.357383
Mexico,MEX,2019,7.3236537,9.576514,9.97144
Mexico,MEX,2020,7.8058133,10.301817,10.559687
Mexico,MEX,2021,7.5690904,10.9746,11.558232
Mexico,MEX,2022,7.634799,10.288494,10.886461
Moldova,MDA,1981,7.25206,12.429587,19.46718
Moldova,MDA,1982,6.3498197,14.816163,21.84335
Moldova,MDA,1985,5.649751,13.087702,19.029139
Moldova,MDA,1986,9.868598,11.397242,14.234913
Moldova,MDA,1987,7.876592,11.616298,17.955217
Moldova,MDA,1988,5.8346105,10.434567,15.83765
Moldova,MDA,1989,9.313896,17.724876,16.418032
Moldova,MDA,1990,6.1728034,12.666938,14.113289
Moldova,MDA,1991,9.656046,10.044369,16.225357
Moldova,MDA,1992,8.656775,9.350455,18.606567
Moldova,MDA,1993,9.345948,11.203707,17.98244
Moldova,MDA,1994,10.442515,13.507013,15.8652935
Moldova,MDA,1995,7.9365296,8.149448,18.674942
Moldova,MDA,1996,5.7092834,12.872055,15.9463625
Moldova,MDA,1997,9.066693,8.528727,18.97617
Moldova,MDA,1998,3.6384366,9.370816,15.027264
Moldova,MDA,1999,6.7907705,8.885495,15.089046
Moldova,MDA,2000,5.1689234,9.111736,12.184674
Moldova,MDA,2001,6.14086,13.820811,8.9755
Moldova,MDA,2002,4.1101522,9.140854,16.252853
Moldova,MDA,2003,3.824959,8.256956,12.176436
Moldova,MDA,2004,8.554532,9.784156,15.003501
Moldova,MDA,2005,6.490959,9.836397,10.237308
Moldova,MDA,2006,5.2058477,7.2406054,10.079764
Moldova,MDA,2007,5.0747933,8.649596,8.846848
Moldova,MDA,2008,7.826649,10.111578,12.943802
Moldova,MDA,2009,4.935087,13.945504,13.187711
Moldova,MDA,2010,7.9668026,11.260564,12.466613
Moldova,MDA,2011,8.778829,10.671143,10.561622
Moldova,MDA,2012,11.63738,11.087338,9.898454
Moldova,MDA,2013,9.515062,7.535014,12.178716
Moldova,MDA,2014,7.9475813,8.239431,10.961522
Moldova,MDA,2015,4.215516,10.408535,10.201046
Moldova,MDA,2016,8.869048,12.82916,13.049455
Moldova,MDA,2017,6.6733227,9.707625,11.73859
Moldova,MDA,2018,8.44149,12.62854,16.582817
Moldova,MDA,2019,5.04923,13.976007,14.034248
Moldova,MDA,2020,8.7537565,17.181639,17.078856
Moldova,MDA,2021,12.542886,16.197205,16.465359
Moldova,MDA,2022,8.186412,11.9472275,19.447622
Moldova,MDA,2023,3.7211795,10.259854,2.9352844
Mongolia,MNG,2016,18.47513,22.562315,23.239008
Mongolia,MNG,2017,18.529451,26.982822,20.156027
Mongolia,MNG,2018,19.151201,18.557178,20.499554
Mongolia,MNG,2019,14.341693,24.777664,23.86139
